institutioncode,catalognumber,scientificname,country,decimallatitude,decimallongitude
AM,R.109627,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109688,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.109708,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.101184,Laticauda colubrina,Solomon Islands,-11.75,160.4
AM,R.109673,Laticauda saintgironsi,New Caledonia,-22.516,166.6
AM,R.116343,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116567,Laticauda laticaudata,Fiji,-16.233,179.1
AM,R.116544,Laticauda colubrina,Tonga,-21.083,175.133
AM,R.110057,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.109751,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.109895,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.78039,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.109754,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.110059,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.109745,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.123464,Laticauda crockeri,Solomon Islands,-11.75,160.5
AM,R.116388,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.78033,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.116277,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.101203,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.109637,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.144067,Laticauda laticaudata,New Caledonia,-20.71444,164.96194
AM,R.116313,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.101222,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.2954,Laticauda colubrina,Australia,-34.45,147.533
AM,R.109691,Laticauda saintgironsi,New Caledonia,-22.516,166.6
AM,R.110063,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116527,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.138623,Laticauda saintgironsi,New Caledonia,-22.55,167.416
AM,R.124902,Laticauda colubrina,,-9.25,152.933
AM,R.116620,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.104017,Laticauda colubrina,Solomon Islands,-8.266,157.5
AM,R.116373,Laticauda colubrina,Fiji,-17.983,178.7
AM,R.110302,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.109623,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.78034,Laticauda laticaudata,New Caledonia,-20.216,164.0
AM,R.116392,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.109752,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.110060,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.104013,Laticauda colubrina,Solomon Islands,-8.266,157.5
AM,R.144073.002,Laticauda saintgironsi,New Caledonia,-20.6311,164.87499
AM,R.116356,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.116624,Laticauda frontalis,Vanuatu,-17.616,168.5
AM,R.110271,Laticauda laticaudata,New Caledonia,-22.266,166.433
AM,R.109733,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.127265,Laticauda colubrina,Solomon Islands,-6.65,156.566
AM,R.144053,Laticauda colubrina,Vanuatu,-17.51804,168.42249
AM,R.116603,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.144020.002,Laticauda frontalis,Vanuatu,-17.51804,168.42249
AM,R.144024.003,Laticauda frontalis,Vanuatu,-17.72054,168.17499
AM,R.116617,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116337,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109883,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.116340,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116565,Laticauda laticaudata,Fiji,-16.233,179.1
AM,R.109636,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109652,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116387,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.109695,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.109709,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.101213,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.45821,Laticauda colubrina,Fiji,-19.0,178.416
AM,R.90372,Laticauda laticaudata,Fiji,-19.0,178.416
AM,R.109749,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.110061,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.132755,Laticauda laticaudata,Fiji,-16.85,178.3
AM,R.123466,Laticauda crockeri,Solomon Islands,-11.75,160.5
AM,R.116368,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.144050,Laticauda colubrina,Vanuatu,-17.78388,168.28221
AM,R.110246,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.144021,Laticauda frontalis,Vanuatu,-17.51804,168.42249
AM,R.109743,Laticauda frontalis,Vanuatu,-17.516,168.4
AM,R.110270,Laticauda laticaudata,New Caledonia,-22.266,166.433
AM,R.116275,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.116524,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.17951,Laticauda laticaudata,New Caledonia,-22.266,166.45
AM,R.78088,Laticauda laticaudata,New Caledonia,-22.25,166.383
AM,R.116336,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.144026.003,Laticauda frontalis,Vanuatu,-17.78388,168.28221
AM,R.144024.004,Laticauda frontalis,Vanuatu,-17.72054,168.17499
AM,R.116548,Laticauda colubrina,Tonga,-21.083,175.133
AM,R.110058,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.144055.003,Laticauda frontalis,Vanuatu,-17.78388,168.28221
AM,R.109739,Laticauda frontalis,Vanuatu,-17.516,168.4
AM,R.144075,Laticauda laticaudata,New Caledonia,-20.6311,164.87499
AM,R.144054.004,Laticauda colubrina,Vanuatu,-17.51804,168.42249
AM,R.109726,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.109715,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.101200,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.109718,Laticauda frontalis,Vanuatu,-17.516,168.4
AM,R.116609,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.101199,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.12216,Laticauda colubrina,,-2.566,150.783
AM,R.69514,Laticauda guineai,,-9.416,146.933
AM,R.104016,Laticauda colubrina,Solomon Islands,-8.266,157.5
AM,R.144066,Laticauda laticaudata,New Caledonia,-20.71444,164.96194
AM,R.109630,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109935,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.104019,Laticauda colubrina,Solomon Islands,-8.266,157.5
AM,R.109669,Laticauda saintgironsi,New Caledonia,-22.516,166.6
AM,R.109888,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.109682,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.109737,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116378,Laticauda colubrina,Fiji,-17.983,178.7
AM,R.116613,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116547,Laticauda colubrina,Tonga,-21.083,175.133
AM,R.116374,Laticauda colubrina,Fiji,-17.983,178.7
AM,R.101218,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.90368,Laticauda colubrina,Fiji,-19.0,178.416
AM,R.116370,Laticauda colubrina,Vanuatu,-15.333,167.166
AM,R.144073.003,Laticauda saintgironsi,New Caledonia,-20.6311,164.87499
AM,R.124795,Laticauda colubrina,,-5.216,145.81388
AM,R.144049.002,Laticauda colubrina,Vanuatu,-17.78388,168.28221
AM,R.116307,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.104042,Laticauda colubrina,Fiji,-17.983,178.7
AM,R.144052.001,Laticauda colubrina,Vanuatu,-17.51804,168.42249
AM,R.109633,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.101290,Laticauda colubrina,Solomon Islands,-11.75,160.4
AM,R.111326,Laticauda saintgironsi,New Caledonia,-22.266,166.45
AM,R.101180,Laticauda colubrina,Solomon Islands,-11.833,160.466
AM,R.116327,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109892,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.109624,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.144049.001,Laticauda colubrina,Vanuatu,-17.78388,168.28221
AM,R.144027,Laticauda frontalis,Vanuatu,-17.78388,168.28221
AM,R.116308,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.78087,Laticauda laticaudata,New Caledonia,-22.25,166.383
AM,R.135210,Laticauda colubrina,Fiji,-16.85,179.966
AM,R.138884,Laticauda frontalis,Vanuatu,-13.433,166.683
AM,R.144049.003,Laticauda colubrina,Vanuatu,-17.78388,168.28221
AM,R.123457,Laticauda crockeri,Solomon Islands,-11.75,160.5
AM,R.109693,Laticauda saintgironsi,New Caledonia,-22.516,166.6
AM,R.109638,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109928,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.144042,Laticauda laticaudata,Vanuatu,-17.78388,168.28221
AM,R.78089,Laticauda laticaudata,New Caledonia,-22.25,166.383
AM,R.116348,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.116379,Laticauda colubrina,Fiji,-17.983,178.7
AM,R.17952,Laticauda saintgironsi,New Caledonia,-22.266,166.45
AM,R.109701,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116371,Laticauda colubrina,Fiji,-17.983,178.7
AM,R.101211,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.111327,Laticauda saintgironsi,New Caledonia,-22.266,166.45
AM,R.69513,Laticauda guineai,,-9.416,146.933
AM,R.109648,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109704,Laticauda frontalis,Vanuatu,-17.516,168.4
AM,R.116364,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.109685,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.109651,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109634,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116358,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.110276,Laticauda laticaudata,New Caledonia,-22.266,166.433
AM,R.110071,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.101214,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.116367,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.116330,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116529,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116294,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.116339,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109731,Laticauda frontalis,Vanuatu,-17.516,168.4
AM,R.110253,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.78045,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.101209,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.116334,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.144096,Laticauda saintgironsi,New Caledonia,-20.30361,164.09749
AM,R.109929,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116347,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116397,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.104009,Laticauda colubrina,Solomon Islands,-8.266,157.5
AM,R.109629,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.144073,Laticauda saintgironsi,New Caledonia,-20.6311,164.87499
AM,R.116612,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.101195,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.116276,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.109680,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.144068,Laticauda saintgironsi,New Caledonia,-20.71444,164.96194
AM,R.144052.003,Laticauda colubrina,Vanuatu,-17.51804,168.42249
AM,R.109933,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.109658,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109927,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.144026.001,Laticauda frontalis,Vanuatu,-17.78388,168.28221
AM,R.144055.002,Laticauda frontalis,Vanuatu,-17.78388,168.28221
AM,R.110250,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.109931,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116350,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.144065,Laticauda saintgironsi,New Caledonia,-21.116,165.48193
AM,R.104012,Laticauda colubrina,Solomon Islands,-8.266,157.5
AM,R.116345,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116545,Laticauda colubrina,Tonga,-21.083,175.133
AM,R.144054.003,Laticauda colubrina,Vanuatu,-17.51804,168.42249
AM,R.110068,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116280,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.116542,Laticauda colubrina,Tonga,-21.083,175.133
AM,R.144052,Laticauda colubrina,Vanuatu,-17.51804,168.42249
AM,R.116537,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116372,Laticauda colubrina,Fiji,-17.983,178.7
AM,R.109657,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109881,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.109891,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.109666,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.69512,Laticauda guineai,,-9.416,146.933
AM,R.146368,Laticauda saintgironsi,New Caledonia,-20.62916,164.87138
AM,R.116541,Laticauda colubrina,Tonga,-21.083,175.133
AM,R.116279,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.78047,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.78086,Laticauda saintgironsi,New Caledonia,-22.25,166.383
AM,R.116273,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.116320,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116349,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.78091,Laticauda saintgironsi,New Caledonia,-20.283,164.433
AM,R.110304,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.101201,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.109665,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.116335,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.101215,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.101210,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.110278,Laticauda saintgironsi,New Caledonia,-22.266,166.433
AM,R.144044,Laticauda colubrina,Vanuatu,-17.78388,168.28221
AM,R.45794,Laticauda colubrina,,-2.566,150.783
AM,R.144048,Laticauda colubrina,Vanuatu,-17.78388,168.28221
AM,R.116292,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.116329,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109674,Laticauda saintgironsi,New Caledonia,-22.516,166.6
AM,R.101192,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.116376,Laticauda colubrina,Fiji,-17.983,178.7
AM,R.116543,Laticauda colubrina,Tonga,-21.083,175.133
AM,R.101207,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.144026,Laticauda frontalis,Vanuatu,-17.78388,168.28221
AM,R.30441,Laticauda colubrina,Fiji,-17.633,178.816
AM,R.109707,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.109714,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116610,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.110285,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109720,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.78046,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.116535,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116301,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.116286,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.109646,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.144047,Laticauda laticaudata,Vanuatu,-17.78388,168.28221
AM,R.109668,Laticauda saintgironsi,New Caledonia,-22.516,166.6
AM,R.124903,Laticauda colubrina,,-9.25,152.933
AM,R.144054.001,Laticauda colubrina,Vanuatu,-17.51804,168.42249
AM,R.101224,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.116299,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.110997,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116359,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.109722,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.144049.004,Laticauda colubrina,Vanuatu,-17.78388,168.28221
AM,R.116342,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.110056,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116382,Laticauda colubrina,Fiji,-17.983,178.7
AM,R.116305,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.109694,Laticauda saintgironsi,New Caledonia,-22.516,166.6
AM,R.116306,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.90370,Laticauda colubrina,Fiji,-19.0,178.416
BYU,7328,Laticauda colubrina schneider,Solomon Islands,-9.074684,159.157172
BYU,31223,Laticauda colubrina schneider,Solomon Islands,-9.116263,160.188367
CAS,216438,Laticauda colubrina,Myanmar,17.72072,94.53469
CAS,216441,Laticauda colubrina,Myanmar,17.72072,94.53469
CAS,248815,Laticauda colubrina,Palau,7.6291833333,134.6458333333
CAS,14963,Laticauda colubrina,Singapore,1.3666666944,103.8
CAS,14964,Laticauda colubrina,Singapore,1.3666666944,103.8
CAS,14965,Laticauda colubrina,Singapore,1.3666666944,103.8
CAS,14966,Laticauda colubrina,Singapore,1.3666666944,103.8
CAS,14967,Laticauda colubrina,Singapore,1.3666666944,103.8
CAS,14968,Laticauda colubrina,Singapore,1.3666666944,103.8
CAS,14971,Laticauda colubrina,Singapore,1.3666666944,103.8
CAS,27388,Laticauda colubrina,Philippine Ids.,10.1227777778,124.6408333333
MCZ,R-140733,Laticauda colubrina,Papua New Guinea,-10.6141304,150.6621129
MCZ,R-140735,Laticauda colubrina,Papua New Guinea,-9.4796195,147.1470856
MCZ,R-152045,Laticauda colubrina,Papua New Guinea,-9.4266304,146.9335154
MCZ,R-152047,Laticauda colubrina,Papua New Guinea,-9.4266304,146.9335154
MCZ,R-152049,Laticauda colubrina,Papua New Guinea,-9.4266304,146.9335154
MCZ,R-152050,Laticauda colubrina,Papua New Guinea,-9.4266304,146.9335154
MCZ,R-152051,Laticauda colubrina,Papua New Guinea,-9.4266304,146.9335154
MCZ,R-55960,Laticauda semifasciatus,Japan,26.319,127.835
MCZ,R-58884,Laticauda colubrina,Singapore,1.161202,103.740721
MCZ,R-59128,Laticauda colobrina,Papua New Guinea,-9.4438405,147.2167577
MVZ,MVZ:Herp:274579,Laticauda colubrina,Indonesia,-5.6466712,132.6383123
MVZ,MVZ:Herp:274580,Laticauda colubrina,Indonesia,-5.6466712,132.6383123
MVZ,MVZ:Herp:40850,Laticauda colubrina,Vanuatu,-15.48333,167.23333
NCSM,7457,Laticauda saintgironsi,,-22.5164,166.5831
UCM,UCM:Herp:58882,Laticauda semifasciata,Japan,35.9999962,137.9999924
USNM,121263,Laticauda colubrina,Papua New Guinea,-2.08333,147.0
CM,92151,LATICAUDA LATICAUDATA,Japan,26.25,127.83
USNM,33940,Laticauda laticaudata,Japan,24.4717,124.221
USNM,33939,Laticauda laticaudata,Japan,24.4717,124.221
USNM,33941,Laticauda laticaudata,Japan,24.4717,124.221
USNM,7381,Laticauda laticaudata,Japan,26.2108,127.688
CUMV,R-0011357,Laticauda colubrina,Papua New Guinea,-9.4423513,147.2178192
University of Alberta Museums,R762,Laticauda colubrina,Philippines,10.2,124.15
USNM,156996,Laticauda semifasciata,Japan,28.4639,129.678
USNM,33937,Laticauda laticaudata,Japan,24.4717,124.221
USNM,144184,Laticauda semifasciata,Japan,26.2108,127.688
USNM,33938,Laticauda laticaudata,Japan,24.4717,124.221
OMNH,36535.0,Laticauda laticaudata,Taiwan,22.0442768,121.5472412
OMNH,36538.0,Laticauda laticaudata,Taiwan,22.0442768,121.5472412
ROM,16215,Laticauda colubrina,Australia,-21.7322,144.4137
SMNS,4203,Laticauda colubrina,Guatemala,15.75,-90.25
USNM,56180,Laticauda colubrina,Australia,-25.3997,134.289
OMNH,36533.0,Laticauda laticaudata,Taiwan,22.0442768,121.5472412
OMNH,36534.0,Laticauda laticaudata,Taiwan,22.0442768,121.5472412
OMNH,36536.0,Laticauda laticaudata,Taiwan,22.0442768,121.5472412
OMNH,36537.0,Laticauda laticaudata,Taiwan,22.0442768,121.5472412
SMNS,5759,Laticauda colubrina,,-6.13333,155.31667
USNM,141689,Laticauda laticaudata,Japan,26.4747,127.982
USNM,133978,Laticauda semifasciata,Japan,24.4717,124.221
AM,R.74904,Laticauda crockeri,Solomon Islands,-11.75,160.4
AM,R.8886,Laticauda colubrina,,-3.133,142.35
AM,R.125408,Laticauda crockeri,Solomon Islands,-11.65,160.15
AM,R.145092,Laticauda frontalis,Vanuatu,-17.78499,168.28388
AM,R.11524,Laticauda colubrina,Australia,-36.333,141.65
AM,R.16022,Laticauda colubrina,,-5.2,145.783
AM,R.74906,Laticauda crockeri,Solomon Islands,-11.75,160.4
AM,R.10941,Laticauda laticaudata,,-9.466,147.15
AM,R.13727,Laticauda guineai,,-9.466,147.15
AM,R.1128,Laticauda laticaudata,Fiji,-18.133,178.416
AM,R.13851,Laticauda guineai,,-9.466,147.15
AM,R.62740,Laticauda colubrina,,-10.95,151.05
AM,R.74907,Laticauda crockeri,Solomon Islands,-11.75,160.4
AM,R.13849,Laticauda guineai,,-9.466,147.15
MCZ,R-23791,Laticauda colubrina,Singapore,1.3666667,103.8
MCZ,R-5553,Laticauda laticadata,Indonesia,0.0,120.0
MCZ,R-7082,Laticauda colubrina,Indonesia,0.8,127.33333
QM,J7568,Laticauda colubrina,Papua New Guinea,-2.0,147.0
ROM,19146,Laticauda colubrina,Australia,-25.3997,134.2894
WAM,R109734,Laticauda colubrina,Indonesia,-5.416667,133.066667
WAM,R108189,Laticauda laticaudata,Indonesia,-10.283333,123.45
WAM,R40116,Laticauda colubrina,Indonesia,-6.933333,134.183333
WAM,R108190,Laticauda colubrina,Indonesia,-10.283333,123.45
WAM,R105849,Laticauda colubrina,Indonesia,-10.583333,123.25
WAM,R108191,Laticauda laticaudata,Indonesia,-10.283333,123.45
WAM,R121899,Laticauda colubrina,Indonesia,-8.166667,114.5
WAM,R108188,Laticauda laticaudata,Indonesia,-10.283333,123.45
AM,R.1632,Laticauda laticaudata,New Caledonia,-22.266,166.45
AM,R.7267,Laticauda colubrina,Solomon Islands,-10.0,160.0
AM,R.24440,Laticauda colubrina,,-9.466,147.15
AM,R.10548,Laticauda colubrina,,-2.016,147.333
AM,R.130651,Laticauda crockeri,Solomon Islands,-11.65,160.15
AM,R.13756,Laticauda colubrina,,-6.566,147.833
AM,R.7613,Laticauda colubrina,,-9.0,146.833
AM,R.95502,Laticauda colubrina,Tonga,-21.083,175.133
AM,R.2329,Laticauda colubrina,,-8.483,151.066
AM,R.1633,Laticauda laticaudata,New Caledonia,-22.266,166.45
AM,R.10913,Laticauda guineai,,-9.466,147.15
AM,R.13852,Laticauda guineai,,-9.466,147.15
AM,R.2324,Laticauda colubrina,Fiji,-18.133,178.416
AM,R.74905,Laticauda crockeri,Solomon Islands,-11.75,160.4
AM,R.13791,Laticauda guineai,,-9.466,147.15
CAS,8556,Laticauda colubrina,Singapore,1.3666666944,103.8
MCZ,R-23785,Laticauda colubrina,Indonesia,-3.7167,128.2
MCZ,R-23788,Laticauda colubrina,Australia,-21.72999954,144.41000366
MCZ,R-23789,Laticauda colubrina,Singapore,1.3666667,103.8
MCZ,R-23790,Laticauda colubrina,Singapore,1.3666667,103.8
MCZ,R-23792,Laticauda colubrina,Singapore,1.3666667,103.8
MCZ,R-23793,Laticauda laticaudata,Indonesia,-2.5,135.33333
USNM,5546,Laticauda semifasciata,Japan,28.7992,128.988
USNM,7515,Laticauda semifasciata,Japan,28.7992,128.988
USNM,7336,Laticauda semifasciata,Japan,28.7992,128.988
WAM,R108187,Laticauda laticaudata,Indonesia,-10.283333,123.45
WAM,R108192,Laticauda laticaudata,Indonesia,-10.283333,123.45
WAM,R105944,Laticauda colubrina,India,-18.0,78.0
AM,R.147702,Laticauda laticaudata,Japan,24.433,124.07499
AM,R.110021,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.179714,Laticauda colubrina,Vanuatu,-17.78505,168.28405
AM,R.147713,Laticauda laticaudata,Japan,24.433,124.07499
AM,R.179712,Laticauda colubrina,Vanuatu,-17.78505,168.28405
AM,R.110047,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.116593,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.109979,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.147676,Laticauda laticaudata,Japan,24.433,124.07499
AM,R.116584,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.109997,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.179703,Laticauda colubrina,Vanuatu,-17.78505,168.28405
AM,R.110263,Laticauda schistorhynchus,,-19.066,-169.933
AM,R.116581,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.179711,Laticauda colubrina,Vanuatu,-17.78505,168.28405
AM,R.116571,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.179727,Laticauda laticaudata,New Caledonia,-22.32932,166.56902
AM,R.110023,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.147686,Laticauda laticaudata,Japan,24.433,124.07499
AM,R.147701,Laticauda laticaudata,Japan,24.433,124.07499
AM,R.147710,Laticauda laticaudata,Japan,24.433,124.07499
AM,R.179705,Laticauda frontalis,Vanuatu,-17.51763,168.42218
AM,R.110004,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.110016,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.104036,Laticauda colubrina,Papua New Guinea,-9.533,147.283
AM,R.116572,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.147709,Laticauda laticaudata,Japan,24.433,124.07499
AM,R.110007,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.109995,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.110299,Laticauda schistorhynchus,,-19.066,-169.933
AM,R.179717,Laticauda colubrina,Vanuatu,-17.78505,168.28405
AM,R.179726,Laticauda laticaudata,New Caledonia,-22.32932,166.56902
AM,R.110024,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.104035,Laticauda colubrina,Solomon Islands,-8.3,157.483
AM,R.116589,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.109982,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.179701,Laticauda colubrina,Vanuatu,-17.78505,168.28405
AM,R.179718,Laticauda laticaudata,New Caledonia,-22.32932,166.56902
AM,R.110264,Laticauda schistorhynchus,,-19.066,-169.933
AM,R.109996,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.147685,Laticauda laticaudata,Japan,24.433,124.07499
AM,R.147677,Laticauda semifasciata,Japan,24.416,123.766
AM,R.109998,Laticauda schistorhynchus,,-19.05,-169.916
AM,R.147705,Laticauda laticaudata,Japan,24.433,124.07499
AM,R.179720,Laticauda laticaudata,New Caledonia,-22.32932,166.56902
